Datum von;Datum bis;Zeitpunkt;Skalierter Netzlast [MWh]
2028-01-03 13:15:00;2028-01-03 13:30:00;2028-01-03 13:22:30;19898,5920648019
2028-01-03 13:30:00;2028-01-03 13:45:00;2028-01-03 13:37:30;19782,125926987133
2028-01-03 13:45:00;2028-01-03 14:00:00;2028-01-03 13:52:30;19752,58984592748
2028-01-03 14:00:00;2028-01-03 14:15:00;2028-01-03 14:07:30;19678,07836870881
2028-01-03 14:15:00;2028-01-03 14:30:00;2028-01-03 14:22:30;19619,677481159044
2028-01-03 14:30:00;2028-01-03 14:45:00;2028-01-03 14:37:30;19559,9340444702
2028-01-03 14:45:00;2028-01-03 15:00:00;2028-01-03 14:52:30;19558,591495331126
2028-01-03 15:00:00;2028-01-03 15:15:00;2028-01-03 15:07:30;19588,127576390776
2028-01-03 15:15:00;2028-01-03 15:30:00;2028-01-03 15:22:30;19470,318889436934
2028-01-03 15:30:00;2028-01-03 15:45:00;2028-01-03 15:37:30;19482,73746897338
2028-01-03 15:45:00;2028-01-03 16:00:00;2028-01-03 15:52:30;19418,295110297775
2028-01-03 16:00:00;2028-01-03 16:15:00;2028-01-03 16:07:30;19648,542287649158
2028-01-03 16:15:00;2028-01-03 16:30:00;2028-01-03 16:22:30;19776,420093146062
2028-01-03 16:30:00;2028-01-03 16:45:00;2028-01-03 16:37:30;20004,317809504064
2028-01-03 16:45:00;2028-01-03 17:00:00;2028-01-03 16:52:30;20216,104936193165
2028-01-03 17:00:00;2028-01-03 17:15:00;2028-01-03 17:07:30;20559,797515796396
2028-01-03 17:15:00;2028-01-03 17:30:00;2028-01-03 17:22:30;20733,99326659139
2028-01-03 17:30:00;2028-01-03 17:45:00;2028-01-03 17:37:30;20925,642156194364
2028-01-03 17:45:00;2028-01-03 18:00:00;2028-01-03 17:52:30;20903,825732684396
2028-01-03 18:00:00;2028-01-03 18:15:00;2028-01-03 18:07:30;20700,093900829746
2028-01-03 18:15:00;2028-01-03 18:30:00;2028-01-03 18:22:30;20660,8243385118
