timestamp	month	day_type	value_kWh
2000-02-01 22:30:00	2	FT	24,4
2000-02-01 22:45:00	2	FT	23,15
2000-02-01 23:00:00	2	FT	21,8
2000-02-01 23:15:00	2	FT	20,4
2000-02-01 23:30:00	2	FT	19,125
2000-02-01 23:45:00	2	FT	18,075
2000-02-01 00:00:00	2	WT	18,1
2000-02-01 00:15:00	2	WT	17,35
2000-02-01 00:30:00	2	WT	16,725
2000-02-01 00:45:00	2	WT	16,2
2000-02-01 01:00:00	2	WT	15,8
2000-02-01 01:15:00	2	WT	15,475
2000-02-01 01:30:00	2	WT	15,25
2000-02-01 01:45:00	2	WT	15,05
2000-02-01 02:00:00	2	WT	14,9
2000-02-01 02:15:00	2	WT	14,8
2000-02-01 02:30:00	2	WT	14,7
2000-02-01 02:45:00	2	WT	14,6
2000-02-01 03:00:00	2	WT	14,475
2000-02-01 03:15:00	2	WT	14,35
2000-02-01 03:30:00	2	WT	14,225
2000-02-01 03:45:00	2	WT	14,125
2000-02-01 04:00:00	2	WT	14,075
2000-02-01 04:15:00	2	WT	14,075
2000-02-01 04:30:00	2	WT	14,15
2000-02-01 04:45:00	2	WT	14,35
2000-02-01 05:00:00	2	WT	14,7
2000-02-01 05:15:00	2	WT	15,225
2000-02-01 05:30:00	2	WT	15,95
2000-02-01 05:45:00	2	WT	16,9
2000-02-01 06:00:00	2	WT	18,125
2000-02-01 06:15:00	2	WT	19,75
2000-02-01 06:30:00	2	WT	21,925
2000-02-01 06:45:00	2	WT	24,775
2000-02-01 07:00:00	2	WT	28,4
2000-02-01 07:15:00	2	WT	32,625
2000-02-01 07:30:00	2	WT	37,225
2000-02-01 07:45:00	2	WT	41,925
2000-02-01 08:00:00	2	WT	46,45
2000-02-01 08:15:00	2	WT	50,425
2000-02-01 08:30:00	2	WT	53,4
2000-02-01 08:45:00	2	WT	54,875
2000-02-01 09:00:00	2	WT	54,625
2000-02-01 09:15:00	2	WT	52,9
2000-02-01 09:30:00	2	WT	50,2
2000-02-01 09:45:00	2	WT	47
2000-02-01 10:00:00	2	WT	43,75
2000-02-01 10:15:00	2	WT	40,85
2000-02-01 10:30:00	2	WT	38,625
2000-02-01 10:45:00	2	WT	37,525
2000-02-01 11:00:00	2	WT	37,675
2000-02-01 11:15:00	2	WT	38,525
2000-02-01 11:30:00	2	WT	39,35
2000-02-01 11:45:00	2	WT	39,375
2000-02-01 12:00:00	2	WT	38,05
2000-02-01 12:15:00	2	WT	35,8
2000-02-01 12:30:00	2	WT	33,175
2000-02-01 12:45:00	2	WT	30,8
